PATH,DURATION,TRANSCRIPT
thesis-asr/audios/audio05_15.flac,4.883,hi hindi lang pala ang eh ang laging nasa dulo ng sinasabi namin
thesis-asr/audios/audio25_10.flac,8.615,ganire kahalaga ang bawat isa sa atin at nire laang natin makikita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio12_00.flac,6.035,dine sa pilipinas hindi lamang mga tanawin at bundok ang nakikita dine laang
thesis-asr/audios/audio21_09.flac,7.238,sa huli ay dine sa pilipinas makikita natin ang mga pagkakataong are laang din namang ang darating
thesis-asr/audios/audio22_11.flac,11.322,are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio21_14.flac,6.245,sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio10_05.flac,7.752,are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio17_02.flac,11.126,are din ang kadahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkasa pangkalusugan
thesis-asr/audios/audio17_09.flac,5.526,sa huli dine sa pilipinas makikita natin ang mga pagkakataong are laang din naman darating
thesis-asr/audios/audio19_01.flac,5.055,ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio05_30.flac,10.091,mahilig kami sa baratihan at masaya kami kapag nakakuha kami ng mababang presyo sa mga bilihin
thesis-asr/audios/audio10_10.flac,7.952,ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio22_03.flac,6.278,ngunit hindi din natin dapat kalimutan ang mga positibong bagay na dine lamang din makikita
thesis-asr/audios/audio11_14.flac,6.215,sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio25_16.flac,10.778,ang mga tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio02_10.flac,8.050,ganito kahalaga ang bawat isa sa atin at nito laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio16_01.flac,7.410,ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio14_11.flac,9.800,are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio05_33.flac,7.921,mahal namin ang ating bayan at ang kababayan kaya lagi namin itong ipagtatanggol at ipaglalaban
thesis-asr/audios/audio11_02.flac,9.147,are din ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio03_01.flac,9.550,hindi laang basta basta magluluto ng pagkain dahil kailangan ng tamang proseso at tamang timpla para magustuhan ng mga taong kakain nito
thesis-asr/audios/audio11_11.flac,10.079,are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio11_05.flac,9.287,are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio02_02.flac,9.164,ito rin ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio18_04.flac,5.587,ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio07_03.flac,5.100,ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio22_10.flac,9.981,ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio22_15.flac,9.803,ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio15_00.flac,5.083,dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine laang
thesis-asr/audios/audio23_02.flac,7.952,are rin ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio23_15.flac,8.361,ngunit sa kabila ng lahat na are mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio14_07.flac,5.705,ganire kahusay ang mga atleta natin sa mga internasyonal na pan patimpalak
thesis-asr/audios/audio20_11.flac,11.464,are din ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio03_03.flac,4.677,kahit sino ay pwedeng magluto ng masarap na pagkain sa kanilang tahanan
thesis-asr/audios/audio05_07.flac,6.775,pati na rin ang mga festival tulad ng parada ng lechon at sublian festival
thesis-asr/audios/audio24_08.flac,7.641,are rin ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio11_00.flac,5.131,dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine laang
thesis-asr/audios/audio16_00.flac,4.462,hindi laang mga tanawin at bundok ang nakikita dine lang
thesis-asr/audios/audio02_04.flac,5.600,ganito kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio01_12.flac,8.114,kaya kung gusto ninyong magpakain sa batangas punta na kayo punta na kayo dito at siguradong hindi kayo magsisisi
thesis-asr/audios/audio17_12.flac,11.184,dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are lamang are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio07_16.flac,9.766,ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at ate rin ate rin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio17_08.flac,7.225,are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio24_16.flac,9.993,ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio20_10.flac,9.860,ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio05_11.flac,2.217,masayahin lang talaga ang mga batangueno
thesis-asr/audios/audio18_15.flac,11.594,ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilanan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio06_15.flac,4.890,sa kabuuan dine sa pilipinas mayroong mga realidad na ito lamang naman ang nakikita
thesis-asr/audios/audio10_01.flac,4.814,ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio09_07.flac,3.903,ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio22_07.flac,4.409,ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio12_08.flac,8.130,are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio21_12.flac,10.580,dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio23_16.flac,9.229,ang tunay na ganda at halaga ng pilipinas ay nakikita natin at dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio17_06.flac,10.037,dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio12_14.flac,5.317,sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio03_16.flac,6.850,mayroong maraming recipe book na pwede niyo basahin para matutunan ang tamang proseso ng pagluluto
thesis-asr/audios/audio25_04.flac,5.300,ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio04_07.flac,5.360,ganito kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio12_09.flac,5.736,sa huli dine sa pilipinas makikita natin ang mga pagkakataong are laang din naman darating
thesis-asr/audios/audio21_17.flac,11.052,ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio16_06.flac,18.668,dine sa pilipinas mayroon din tayong mga talento at kakayahan na na are laang naman ang internasyonal na patimpalak 
thesis-asr/audios/audio09_00.flac,4.035,dine sa pilipinas hindi laang mga tanawin at bundok ang nakiki dine laang
thesis-asr/audios/audio09_06.flac,7.378,dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio25_15.flac,13.453,ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dapat mga dapat idahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio10_07.flac,4.683,ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio13_03.flac,6.683,ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na dine lamang din makikita
thesis-asr/audios/audio20_16.flac,13.000,ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio16_15.flac,14.888,ang tunay na ganda at halaga ng pilipinas nakikita natin din lamang natin mapapansin at are are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio13_13.flac,12.585,ganire kahalaga ang ating mga festival at mga ritwal dahil dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio11_15.flac,10.033,ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio24_09.flac,8.900,sa huli dine sa pilipinas makikita natin ang mga pagkakataong are lamang rin naman dara are lamang rin naman darating
thesis-asr/audios/audio18_12.flac,11.147,dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio16_09.flac,5.224,pagma pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio23_11.flac,8.870,are rin ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio20_08.flac,10.679,are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio13_04.flac,8.473,ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa ka kalayaan at demokrasya
thesis-asr/audios/audio24_15.flac,11.176,ngunit sa kabila ng lahat ng are maryoon mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio01_24.flac,10.682,sa totoo laang masarap talagang makipag ugnayan sa ibat ibang tao dahil doon mo laang maiintindihan ang ibat ibang kultura at wika
thesis-asr/audios/audio08_06.flac,8.209,dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio18_11.flac,11.594,are rin ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio03_22.flac,7.312,pero kung okay naman pwede naman natin subukan ulit at baka sakaling may mas magaling na tayo
thesis-asr/audios/audio14_06.flac,7.961,dine sa pilipinas mayroon din tayong mga talento at kakayahan na are lamang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio25_11.flac,11.840,are rin ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio01_34.flac,6.900,kaya kung nais niyong makisama mga batangueno marunong laang kayong mag eh at siguradong magugustuhan namin kayo
thesis-asr/audios/audio10_12.flac,10.332,dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are lamang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio21_06.flac,8.975,dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan ng ating bansa
thesis-asr/audios/audio08_00.flac,4.673,dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine laang
thesis-asr/audios/audio16_11.flac,14.713,dagdag pa natin ang katotohanan na dine dine rin sa pilipinas mayroon tayong mga kultura at tradisyon na ara are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio21_01.flac,4.405,ganire rin kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio07_01.flac,3.750,ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio03_17.flac,5.491,pwede rin kayong maghanap ng mga recipe online para madaling matuto
thesis-asr/audios/audio01_31.flac,7.524,at sa bawat pagkakataon lagi kaming nagpapasalamat sa poong maykapal sa mga biyayang ibinibigay sa amin
thesis-asr/audios/audio23_05.flac,7.689,are rin ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio20_01.flac,5.319,ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio23_06.flac,6.950,dine sa pilipinas mayroon din tayong mga talento at kakayahan na ka bukod tanging maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio01_09.flac,3.688,ganun talaga ang tono namin tono namin eh
thesis-asr/audios/audio14_16.flac,9.648,ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at tayo rin ang magbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio02_01.flac,3.777,ganito rin kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio23_13.flac,7.818,ganire kahalaga ang ating mga festival at mga ritwal dahil ire ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio12_15.flac,11.522,ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang mapagpatuloy at mapaggpa pakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio25_07.flac,6.176,ganire kahusay ang mga atleta natin sa mga internasyunal na patimpalak
thesis-asr/audios/audio07_04.flac,4.806,ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio24_05.flac,9.178,are rin ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinahaharap
thesis-asr/audios/audio17_10.flac,7.132,ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio05_17.flac,7.546, parang ganito galing mo tala talaga diba o kaya naman ang sarap naman nito nga
thesis-asr/audios/audio17_04.flac,8.137,ganire din garine kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio20_00.flac,6.538,dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine nito dine laang
thesis-asr/audios/audio06_16.flac,11.971,ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang pagpatuloy ipagkaka pagkaka magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio14_04.flac,5.743,ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio06_05.flac,9.050,are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapag mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio08_01.flac,4.260,ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio05_22.flac,6.606,pero wag kayong mag alala hi hindi naman lahat ng taga batangas ganito magsalita at kumain
thesis-asr/audios/audio08_14.flac,6.195,sa kabuuan dine sa pilipinas mayroong mga realidad na ito lamang naman ang nakikita
thesis-asr/audios/audio23_10.flac,8.355,ganire kahalaga ang bawat isa sa atin at sa ganireng paraan lang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio25_08.flac,8.300,are rin ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio01_13.flac,3.801,marami kayong makikilalang magagandang tao dine katulad ko
thesis-asr/audios/audio01_17.flac,5.735,galing mo talaga diba o kaya naman ang sarap naman nito ano nga
thesis-asr/audios/audio03_12.flac,5.158,pero kung hindi naman talaga sayo kayo mahilig sa lutong batangas okay lang naman
thesis-asr/audios/audio22_06.flac,8.483,dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio24_14.flac,5.474,sa kabuuan dine sa pilipinas mayroong mga realidad na ito lamang naman ang nakikita
thesis-asr/audios/audio13_10.flac,10.114,ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio07_06.flac,8.466,dine sa pilipinas mayroon din tayong mga talento at kakayahan na dine rin laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio18_02.flac,10.347,are din ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio09_10.flac,8.432,ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio25_03.flac,6.000,ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na rine lamang makikita
thesis-asr/audios/audio20_12.flac,11.979,dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio15_07.flac,4.338,ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio02_07.flac,4.700,ganito kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio05_13.flac,5.287,marami kayong makikilalang magandang tao dito katulad ko hihi
thesis-asr/audios/audio20_03.flac,7.301,ngunit hindi din natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio21_03.flac,6.054,ngunit hindi natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio11_07.flac,4.261,ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio07_08.flac,6.589,are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio04_05.flac,10.189,ito rin ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas matagum mapagtagumpayan ang mga hamon sa ating kinakaharap
thesis-asr/audios/audio24_13.flac,10.138,ganire kahalaga ang ating mga festival at mga ritwal dahil are lang are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio18_08.flac,8.279,are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio07_00.flac,6.254,dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine la di dine laang
thesis-asr/audios/audio05_34.flac,3.858,ganun talaga ang buhay dito sa batangas puno ng kulay at saya
thesis-asr/audios/audio14_08.flac,7.180,are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio21_13.flac,8.651,ganire kahalaga ang ating mga festival at ritwal dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio03_09.flac,7.931,dito sa batangas masasabi ko sayo talaga namang masarap ang lutong batangas lalo na ang mga pagkain na may gata
thesis-asr/audios/audio07_14.flac,5.120,sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio05_02.flac,4.984,siya ay mandirigma na matapang at mayroong malaking puso para sa kanyang bayan
thesis-asr/audios/audio25_01.flac,4.632,ganire rin ng ka kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio15_04.flac,7.037,ganire kahaba ang ating kasaysayan at pakikip ng pakikipaglaban para sa kalayaan ng demokrasya
thesis-asr/audios/audio03_04.flac,5.298,hindi namang kailangang magaling ka na agad sa isang subok mo magluto
thesis-asr/audios/audio24_04.flac,5.814,ganito kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio17_00.flac,5.106,dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita di dine laang
thesis-asr/audios/audio20_05.flac,11.756,are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio18_10.flac,8.723,ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio04_15.flac,9.962,ngunit sa kabila ng lahat ng ito mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio13_05.flac,10.622,are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas ma mapagtagumpayan ang ha mga hamon na ating hinaharap
thesis-asr/audios/audio12_03.flac,7.914,ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio07_13.flac,6.945,ganire kahalaga ang ating mga festival at mga ritwal dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio23_01.flac,3.763,ganire rin kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio05_00.flac,4.820,naku naman ang hirap nito pero sige na nga susubukan ko
thesis-asr/audios/audio24_06.flac,7.479,dine sa pilipinas mayroon din tayong mga talento at kakayahan na are lamang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio13_08.flac,10.266,are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio08_16.flac,10.808,ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio14_15.flac,8.997,ngunit sa kabila ng lahat ng are mayroon pa tayong dahilan upang ip patuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio09_12.flac,9.808,dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio03_06.flac,7.500,kung hindi mo pa alam ang tamang timpla pwede kang magtanong sa mga nakakatanda sayo may experience na sa pagluluto
thesis-asr/audios/audio24_03.flac,6.897,ngunit hindi rin nga hindi rin natin dapat kalimutan ang mga positibong bagay na dine lamang din makikita
