path|transcript
thesis-asr/audios/audio10_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio09_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio22_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio12_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio21_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio23_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin at dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio17_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio12_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio03_16.flac|mayroong maraming recipe book na pwede niyo basahin para matutunan ang tamang proseso ng pagluluto
thesis-asr/audios/audio25_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio04_07.flac|ganito kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio12_09.flac|sa huli dine sa pilipinas makikita natin ang mga pagkakataong are laang din naman darating
thesis-asr/audios/audio21_17.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio16_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na na are laang naman ang internasyonal na patimpalak 
thesis-asr/audios/audio09_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakiki dine laang
thesis-asr/audios/audio09_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio25_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dapat mga dapat idahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio10_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio13_03.flac|ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na dine lamang din makikita
thesis-asr/audios/audio20_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio16_15.flac|ang tunay na ganda at halaga ng pilipinas nakikita natin din lamang natin mapapansin at are are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio13_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio11_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio24_09.flac|sa huli dine sa pilipinas makikita natin ang mga pagkakataong are lamang rin naman dara are lamang rin naman darating
thesis-asr/audios/audio18_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio16_09.flac|pagma pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio23_11.flac|are rin ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio20_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio13_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa ka kalayaan at demokrasya
thesis-asr/audios/audio24_15.flac|ngunit sa kabila ng lahat ng are maryoon mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio01_24.flac|sa totoo laang masarap talagang makipag ugnayan sa ibat ibang tao dahil doon mo laang maiintindihan ang ibat ibang kultura at wika
thesis-asr/audios/audio08_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio18_11.flac|are rin ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio03_22.flac|pero kung okay naman pwede naman natin subukan ulit at baka sakaling may mas magaling na tayo
thesis-asr/audios/audio14_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are lamang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio25_11.flac|are rin ang dahilan kung bakit dapat nating alagaan ang ating mga tradisyon at kultura upang mapangalagaan ang ating pagkakakilanlan bilang isang bansa
thesis-asr/audios/audio01_34.flac|kaya kung nais niyong makisama mga batangueno marunong laang kayong mag eh at siguradong magugustuhan namin kayo
thesis-asr/audios/audio10_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are lamang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio21_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang naman ang maghahatid ng karangalan ng ating bansa
thesis-asr/audios/audio08_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine laang
thesis-asr/audios/audio16_11.flac|dagdag pa natin ang katotohanan na dine dine rin sa pilipinas mayroon tayong mga kultura at tradisyon na ara are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio21_01.flac|ganire rin kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio07_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio03_17.flac|pwede rin kayong maghanap ng mga recipe online para madaling matuto
thesis-asr/audios/audio01_31.flac|at sa bawat pagkakataon lagi kaming nagpapasalamat sa poong maykapal sa mga biyayang ibinibigay sa amin
thesis-asr/audios/audio23_05.flac|are rin ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio20_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio23_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na ka bukod tanging maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio01_09.flac|ganun talaga ang tono namin tono namin eh
thesis-asr/audios/audio14_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at tayo rin ang magbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio02_01.flac|ganito rin kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio23_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil ire ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio12_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang mapagpatuloy at mapaggpa pakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio25_07.flac|ganire kahusay ang mga atleta natin sa mga internasyunal na patimpalak
thesis-asr/audios/audio07_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio24_05.flac|are rin ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinahaharap
thesis-asr/audios/audio17_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio05_17.flac|parang ganito galing mo tala talaga diba o kaya naman ang sarap naman nito nga
thesis-asr/audios/audio17_04.flac|ganire din garine kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio20_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine nito dine laang
thesis-asr/audios/audio06_16.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga dahilan upang pagpatuloy ipagkaka pagkaka magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio14_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio06_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapag mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio08_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio05_22.flac|pero wag kayong mag alala hi hindi naman lahat ng taga batangas ganito magsalita at kumain
thesis-asr/audios/audio08_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito lamang naman ang nakikita
thesis-asr/audios/audio23_10.flac|ganire kahalaga ang bawat isa sa atin at sa ganireng paraan lang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio25_08.flac|are rin ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio01_13.flac|marami kayong makikilalang magagandang tao dine katulad ko
thesis-asr/audios/audio01_17.flac|galing mo talaga diba o kaya naman ang sarap naman nito ano nga
thesis-asr/audios/audio03_12.flac|pero kung hindi naman talaga sayo kayo mahilig sa lutong batangas okay lang naman
thesis-asr/audios/audio22_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are laang ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio24_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito lamang naman ang nakikita
thesis-asr/audios/audio13_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio07_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na dine rin laang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio18_02.flac|are din ang dahilan kung bakit maraming kabataan ang hindi nakakapag aral at maraming mahihirap ang hindi nakakatanggap ng sapat na serbisyong pangkalusugan
thesis-asr/audios/audio09_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio25_03.flac|ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na rine lamang makikita
thesis-asr/audios/audio20_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio15_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio02_07.flac|ganito kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio05_13.flac|marami kayong makikilalang magandang tao dito katulad ko hihi
thesis-asr/audios/audio20_03.flac|ngunit hindi din natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio21_03.flac|ngunit hindi natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio11_07.flac|ganire kahusay ang mga atleta natin sa mga internasyonal na patimpalak
thesis-asr/audios/audio07_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio04_05.flac|ito rin ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas matagum mapagtagumpayan ang mga hamon sa ating kinakaharap
thesis-asr/audios/audio24_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil are lang are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio18_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio07_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita dine la di dine laang
thesis-asr/audios/audio05_34.flac|ganun talaga ang buhay dito sa batangas puno ng kulay at saya
thesis-asr/audios/audio14_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio21_13.flac|ganire kahalaga ang ating mga festival at ritwal dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio03_09.flac|dito sa batangas masasabi ko sayo talaga namang masarap ang lutong batangas lalo na ang mga pagkain na may gata
thesis-asr/audios/audio07_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio05_02.flac|siya ay mandirigma na matapang at mayroong malaking puso para sa kanyang bayan
thesis-asr/audios/audio25_01.flac|ganire rin ng ka kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio15_04.flac|ganire kahaba ang ating kasaysayan at pakikip ng pakikipaglaban para sa kalayaan ng demokrasya
thesis-asr/audios/audio03_04.flac|hindi namang kailangang magaling ka na agad sa isang subok mo magluto
thesis-asr/audios/audio24_04.flac|ganito kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio17_00.flac|dine sa pilipinas hindi laang mga tanawin at bundok ang nakikita di dine laang
thesis-asr/audios/audio20_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio18_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio04_15.flac|ngunit sa kabila ng lahat ng ito mayroon pa rin tayong mga dahilan upang magpatuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio13_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas ma mapagtagumpayan ang ha mga hamon na ating hinaharap
thesis-asr/audios/audio12_03.flac|ngunit hindi rin natin dapat kalimutan ang mga positibong bagay na dine laang din makikita
thesis-asr/audios/audio07_13.flac|ganire kahalaga ang ating mga festival at mga ritwal dahil are ang nagpapakita ng ating pagkakakilanlan bilang mga pilipino
thesis-asr/audios/audio23_01.flac|ganire rin kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio05_00.flac|naku naman ang hirap nito pero sige na nga susubukan ko
thesis-asr/audios/audio24_06.flac|dine sa pilipinas mayroon din tayong mga talento at kakayahan na are lamang naman ang maghahatid ng karangalan sa ating bansa
thesis-asr/audios/audio13_08.flac|are din ang dahilan kung bakit dapat nating suportahan ang ating mga atleta at iba pang nagbibigay ng karangalan sa ating bansa
thesis-asr/audios/audio08_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio14_15.flac|ngunit sa kabila ng lahat ng are mayroon pa tayong dahilan upang ip patuloy at magpakatatag sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio09_12.flac|dagdag pa natin ang katotohanan na dine rin sa pilipinas mayroon tayong mga kultura at  tradisyon na are laang naman ang nagbibigay kulay at kasaysayan sa ating bansa
thesis-asr/audios/audio03_06.flac|kung hindi mo pa alam ang tamang timpla pwede kang magtanong sa mga nakakatanda sayo may experience na sa pagluluto
thesis-asr/audios/audio24_03.flac|ngunit hindi rin nga hindi rin natin dapat kalimutan ang mga positibong bagay na dine lamang din makikita
thesis-asr/audios/audio05_31.flac|pero hindi naman kami sakim marunong din kami magbigay sa mmga nangangailangan
thesis-asr/audios/audio10_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio19_14.flac|sa kabuuan dine sa pilipinas mayroong mga realidad na ito laang naman ang nakikita
thesis-asr/audios/audio11_16.flac|ang tunay na ganda at halaga ng pilipinas ay nakikita natin dine lamang natin mapapansin at are rin ang nagbibigay lakas at pag asa sa ating lahat
thesis-asr/audios/audio16_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas matagumpay mapagtagumpayan ang mga hamon na ating kinahaharap
thesis-asr/audios/audio15_15.flac|ngunit sa kabila ng lahat ng are mayroon pa rin tayong mga kadahilan upang magpatuloy at magpa pakatatag at sa paglalakbay natin bilang isang bansa
thesis-asr/audios/audio22_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang mga hamon na ating kinakaharap
thesis-asr/audios/audio08_10.flac|ganire kahalaga ang bawat isa sa atin at dine laang natin mapapakita ang tunay na pagmamahal sa ating bansa at kapwa pilipino
thesis-asr/audios/audio11_01.flac|ganire din kahirap ang sistema ng edukasyon at kalusugan sa bansa
thesis-asr/audios/audio03_26.flac|bastat mayroong interes kayang kaya niyo itong matutunan
thesis-asr/audios/audio08_04.flac|ganire kahaba ang ating kasaysayan ng pakikipaglaban para sa kalayaan at demokrasya
thesis-asr/audios/audio12_05.flac|are din ang dahilan kung bakit dapat nating ipagpatuloy ang ating pagkilos upang mas mapagtagumpayan ang hamon na ating ki hinaharap
